full_name,team_logo_espn,first_td_times,first_td_rush,first_td_pass,teamTDperc,season,offense
Davante Adams,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,7,0,7,0.5833333333333334,2020,GB
Dalvin Cook,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,6,6,0,0.75,2020,MIN
Jamaal Williams,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,6,6,0,0.5454545454545454,2022,DET
Aaron Jones,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,5,3,2,0.45454545454545453,2019,GB
Austin Ekeler,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,5,5,0,0.5,2021,LAC
Ezekiel Elliott,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,5,5,0,0.38461538461538464,2022,DAL
Jakobi Meyers,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,5,1,4,0.5555555555555556,2023,LV
Jonathan Taylor,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,5,5,0,0.45454545454545453,2020,IND
Travis Kelce,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,5,0,5,0.4166666666666667,2022,KC
A.J. Brown,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,4,0,4,0.36363636363636365,2020,TEN
Adam Thielen,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,4,0,4,0.4,2019,MIN
Alvin Kamara,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,4,3,1,0.4,2020,NO
Cam Newton,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,4,4,0,0.5,2020,NE
Christian McCaffrey,https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png,4,3,1,0.6666666666666666,2019,CAR
Christian McCaffrey,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,4,2,2,0.36363636363636365,2023,SF
Cordarrelle Patterson,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,4,2,2,0.5714285714285714,2021,ATL
DK Metcalf,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,4,0,4,0.36363636363636365,2021,SEA
Damien Harris,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,4,4,0,0.4444444444444444,2021,NE
David Montgomery,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,4,3,1,0.5,2020,CHI
Dawson Knox,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,4,0,4,0.2857142857142857,2020,BUF
Ezekiel Elliott,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,4,3,1,0.4444444444444444,2021,DAL
Jalen Hurts,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,4,4,0,0.2857142857142857,2022,PHI
Jayden Reed,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,4,2,2,0.5714285714285714,2023,GB
Jeffery Wilson,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,4,3,1,0.36363636363636365,2020,SF
Jerome Ford,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,4,2,2,0.5714285714285714,2023,CLE
Jonathan Taylor,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,4,3,1,0.4,2021,IND
Justin Jefferson,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,4,0,4,0.36363636363636365,2021,MIN
Justin Jefferson,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,4,0,4,0.3333333333333333,2022,MIN
Leonard Fournette,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,4,3,1,0.3333333333333333,2021,TB
Mark Ingram,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,4,4,0,0.4,2019,BAL
Melvin Gordon,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,4,3,1,0.5,2019,LAC
Nick Chubb,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,4,4,0,0.4,2020,CLE
Nick Chubb,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,4,4,0,0.3076923076923077,2022,CLE
Travis Etienne,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,4,3,1,0.4444444444444444,2023,JAX
Tyreek Hill,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,4,0,4,0.5714285714285714,2023,MIA
Adam Thielen,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,3,0,3,0.2727272727272727,2021,MIN
Alvin Kamara,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,3,1,2,0.5,2021,NO
Amon-Ra St. Brown,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,3,0,3,0.42857142857142855,2023,DET
Antonio Gibson,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,3,3,0,0.6,2020,WAS
Austin Ekeler,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,3,3,0,0.25,2022,LAC
Brandon Aiyuk,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,3,0,3,0.2727272727272727,2023,SF
Brian Robinson,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,3,1,2,0.6,2023,WAS
Calvin Ridley,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,3,0,3,0.375,2019,ATL
Calvin Ridley,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,3,0,3,0.3333333333333333,2023,JAX
CeeDee Lamb,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,3,1,2,0.375,2023,DAL
Chris Godwin,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,3,0,3,0.3,2019,TB
Chris Godwin,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,3,0,3,0.25,2021,TB
Chuba Hubbard,https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png,3,2,1,0.3,2021,CAR
Cole Beasley,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,3,0,3,0.375,2019,BUF
D'Andre Swift,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,3,2,1,0.3,2020,DET
D.J. Moore,https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png,3,0,3,0.3333333333333333,2022,CAR
DK Metcalf,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,3,0,3,0.42857142857142855,2023,SEA
Davante Adams,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,3,0,3,0.2727272727272727,2019,GB
Davante Adams,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,3,0,3,0.42857142857142855,2022,LV
Dawson Knox,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,3,0,3,0.21428571428571427,2021,BUF
Dawson Knox,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,3,0,3,0.3,2022,BUF
DeAndre Hopkins,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,3,0,3,0.25,2021,ARI
Derrick Henry,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,3,3,0,0.2727272727272727,2020,TEN
Derrick Henry,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,3,3,0,0.2727272727272727,2022,TEN
Devin Singletary,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,3,3,0,0.21428571428571427,2021,BUF
Diontae Johnson,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,3,0,3,0.3,2020,PIT
Diontae Johnson,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,3,0,3,0.375,2021,PIT
Dontrell Hilliard,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,3,0,3,0.2727272727272727,2022,TEN
Ezekiel Elliott,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,3,2,1,0.42857142857142855,2019,DAL
Gus Edwards,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,3,3,0,0.25,2023,BAL
Ja'Marr Chase,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,3,0,3,0.2727272727272727,2022,CIN
Jacoby Brissett,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,3,3,0,0.3,2019,IND
Jaleel McLaughlin,https://a.espncdn.com/i/teamlogos/nfl/500/den.png,3,1,2,0.375,2023,DEN
Jarvis Landry,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,3,1,2,0.2727272727272727,2021,CLE
Jaylen Waddle,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,3,1,2,0.2727272727272727,2021,MIA
Joe Mixon,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,3,3,0,0.2727272727272727,2022,CIN
Jonathan Taylor,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,3,2,1,0.5,2023,IND
Jonnu Smith,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,3,0,3,0.42857142857142855,2019,TEN
Jordan Addison,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,3,0,3,0.3333333333333333,2023,MIN
Josh Jacobs,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,3,3,0,0.42857142857142855,2020,LV
Justin Fields,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,3,3,0,0.375,2022,CHI
Keenan Allen,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,3,0,3,0.375,2020,LAC
Lamar Jackson,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,3,3,0,0.25,2023,BAL
Mike Evans,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,3,0,3,0.2727272727272727,2020,TB
Miles Sanders,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,3,3,0,0.21428571428571427,2022,PHI
Najee Harris,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,3,2,1,0.5,2022,PIT
Odell Beckham,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,3,0,3,0.23076923076923078,2021,LA
Patrick Mahomes,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,3,3,0,0.3,2020,KC
Raheem Mostert,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,3,2,1,0.2727272727272727,2020,SF
Sony Michel,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,3,3,0,0.2727272727272727,2019,NE
T.Y. Hilton,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,3,0,3,0.2727272727272727,2020,IND
Taysom Hill,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,3,2,1,0.375,2022,NO
Todd Gurley,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,3,2,1,0.2727272727272727,2019,LA
Travis Kelce,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,3,1,2,0.21428571428571427,2021,KC
Tyreek Hill,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,3,0,3,0.3333333333333333,2019,KC
Tyreek Hill,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,3,0,3,0.3,2020,KC
Tyreek Hill,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,3,0,3,0.21428571428571427,2021,KC
Tyrell Williams,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,3,0,3,0.3,2019,LV
A.J. Dillon,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,2,2,0,0.2857142857142857,2021,GB
Aaron Jones,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,2,1,1,0.16666666666666666,2020,GB
Adam Shaheen,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,2,0,2,0.2222222222222222,2020,MIA
Adrian Peterson,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,2,2,0,0.2,2020,DET
Allen Lazard,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,2,0,2,0.2857142857142857,2021,GB
Allen Robinson,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,2,0,2,0.2222222222222222,2022,LA
Alvin Kamara,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,2,2,0,0.18181818181818182,2019,NO
Amari Cooper,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,2,0,2,0.15384615384615385,2022,CLE
Austin Ekeler,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,2,1,1,0.25,2019,LAC
Austin Ekeler,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,2,1,1,0.25,2020,LAC
Austin Ekeler,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,2,1,1,0.2857142857142857,2023,LAC
Austin Hooper,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,2,0,2,0.18181818181818182,2021,CLE
Boston Scott,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,2,2,0,0.2857142857142857,2021,PHI
Brandin Cooks,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,2,0,2,0.25,2021,HOU
Brandon Aiyuk,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,2,0,2,0.18181818181818182,2020,SF
Brandon Aiyuk,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,2,0,2,0.16666666666666666,2022,SF
Braxton Berrios,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,2,2,0,0.3333333333333333,2021,NYJ
Brevin Jordan,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,2,0,2,0.25,2021,HOU
C.J. Uzomah,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,2,0,2,0.2857142857142857,2021,CIN
Calvin Ridley,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,2,0,2,0.25,2020,ATL
Cam Newton,https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png,2,2,0,0.2,2021,CAR
Carson Wentz,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,2,2,0,0.3333333333333333,2020,PHI
CeeDee Lamb,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,2,0,2,0.2222222222222222,2021,DAL
CeeDee Lamb,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,2,0,2,0.15384615384615385,2022,DAL
Chase Claypool,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,2,1,1,0.2,2020,PIT
Chris Carson,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,2,2,0,0.2222222222222222,2019,SEA
Chris Carson,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,2,1,1,0.18181818181818182,2020,SEA
Chris Godwin,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,2,0,2,0.18181818181818182,2020,TB
Clyde Edwards-Helaire,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,2,1,1,0.14285714285714285,2021,KC
Cooper Kupp,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,2,0,2,0.15384615384615385,2021,LA
Cooper Kupp,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,2,1,1,0.2222222222222222,2022,LA
Cordarrelle Patterson,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,2,2,0,0.2857142857142857,2022,ATL
Courtland Sutton,https://a.espncdn.com/i/teamlogos/nfl/500/den.png,2,0,2,0.2,2019,DEN
Courtland Sutton,https://a.espncdn.com/i/teamlogos/nfl/500/den.png,2,0,2,0.25,2023,DEN
Curtis Samuel,https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png,2,0,2,0.3333333333333333,2019,CAR
D'Ernest Johnson,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,2,2,0,0.18181818181818182,2021,CLE
D'Onta Foreman,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,2,2,0,0.3333333333333333,2023,CHI
D.J. Chark,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,2,0,2,0.5,2020,JAX
D.J. Moore,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,2,1,1,0.3333333333333333,2023,CHI
DK Metcalf,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,2,0,2,0.18181818181818182,2020,SEA
DK Metcalf,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,2,0,2,0.2857142857142857,2022,SEA
Dallas Goedert,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,2,0,2,0.3333333333333333,2019,PHI
Dallas Goedert,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,2,0,2,0.14285714285714285,2022,PHI
Dallas Goedert,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,2,0,2,0.2857142857142857,2023,PHI
Dalton Schultz,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,2,0,2,0.15384615384615385,2022,DAL
Dalvin Cook,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,2,2,0,0.2,2019,MIN
Dalvin Cook,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,2,2,0,0.16666666666666666,2022,MIN
Dameon Pierce,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,2,2,0,0.3333333333333333,2023,HOU
Dan Arnold,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,2,0,2,0.2222222222222222,2020,ARI
Daniel Jones,https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png,2,2,0,0.2857142857142857,2022,NYG
Dante Pettis,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,2,0,2,0.25,2022,CHI
Darius Slayton,https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png,2,0,2,0.2222222222222222,2020,NYG
Darren Waller,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,2,0,2,0.2857142857142857,2022,LV
Davante Adams,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,2,0,2,0.2857142857142857,2021,GB
Davante Adams,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,2,0,2,0.2222222222222222,2023,LV
David Montgomery,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,2,2,0,0.3333333333333333,2019,CHI
David Montgomery,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,2,2,0,0.2222222222222222,2021,CHI
David Montgomery,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,2,2,0,0.2857142857142857,2023,DET
DeAndre Hopkins,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,2,0,2,0.3333333333333333,2022,ARI
DeVante Parker,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,2,0,2,0.2857142857142857,2019,MIA
DeVonta Smith,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,2,0,2,0.2857142857142857,2021,PHI
Deebo Samuel,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,2,1,1,0.18181818181818182,2019,SF
Deebo Samuel,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,2,2,0,0.2,2021,SF
Deebo Samuel,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,2,2,0,0.16666666666666666,2022,SF
Derrick Henry,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,2,2,0,0.2,2021,TEN
Derrick Henry,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,2,2,0,0.5,2023,TEN
Deshaun Watson,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,2,2,0,0.25,2019,HOU
Desmond Ridder,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,2,2,0,0.2857142857142857,2023,ATL
Devin Duvernay,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,2,0,1,0.16666666666666666,2022,BAL
Donald Parham,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,2,0,2,0.2,2021,LAC
Donovan Peoples-Jones,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,2,0,1,0.15384615384615385,2022,CLE
Duke Johnson,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,2,1,1,0.25,2019,HOU
Elijah Mitchell,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,2,2,0,0.2,2021,SF
Ezekiel Elliott,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,2,1,1,0.5,2023,NE
Gabe Davis,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,2,0,2,0.2,2022,BUF
Gabe Davis,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,2,0,2,0.2857142857142857,2023,BUF
Gabriel Davis,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,2,0,2,0.14285714285714285,2021,BUF
Geoff Swaim,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,2,0,2,0.2,2021,TEN
Giovani Bernard,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,2,2,0,0.25,2020,CIN
Giovani Bernard,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,2,1,1,0.16666666666666666,2021,TB
Hayden Hurst,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,2,0,2,0.25,2020,ATL
Hunter Renfrow,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,2,0,2,0.2,2019,LV
Hunter Renfrow,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,2,0,2,0.3333333333333333,2021,LV
Isaiah Likely,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,2,0,2,0.16666666666666666,2022,BAL
Isaiah McKenzie,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,2,0,2,0.14285714285714285,2020,BUF
Isiah Pacheco,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,2,2,0,0.25,2023,KC
J.K. Dobbins,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,2,1,1,0.16666666666666666,2022,BAL
Jack Doyle,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,2,0,2,0.2,2019,IND
Jake Ferguson,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,2,0,2,0.25,2023,DAL
Jalen Hurts,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,2,2,0,0.2857142857142857,2023,PHI
Jamal Agnew,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,2,0,0,0.2222222222222222,2019,DET
James Conner,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,2,2,0,0.16666666666666666,2021,ARI
James Conner,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,2,2,0,0.3333333333333333,2022,ARI
James Conner,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,2,2,0,0.4,2023,ARI
James Conner,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,2,1,1,0.4,2019,PIT
James Cook,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,2,0,2,0.2857142857142857,2023,BUF
Jamison Crowder,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,2,0,2,0.2222222222222222,2019,NYJ
Jamycal Hasty,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,2,1,1,0.25,2022,JAX
Jared Cook,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,2,0,2,0.18181818181818182,2019,NO
Jared Cook,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,2,0,2,0.2,2020,NO
Jarvis Landry,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,2,0,2,0.18181818181818182,2019,CLE
Jarvis Landry,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,2,0,2,0.2,2020,CLE
Jason Witten,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,2,0,2,0.2857142857142857,2019,DAL
Javonte Williams,https://a.espncdn.com/i/teamlogos/nfl/500/den.png,2,2,0,0.2857142857142857,2021,DEN
Javonte Williams,https://a.espncdn.com/i/teamlogos/nfl/500/den.png,2,1,1,0.25,2023,DEN
Jerick McKinnon,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,2,0,2,0.16666666666666666,2022,KC
Joe Burrow,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,2,2,0,0.25,2020,CIN
Joe Mixon,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,2,1,1,0.4,2019,CIN
Jonnu Smith,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,2,0,2,0.18181818181818182,2020,TEN
Josh Allen,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,2,1,1,0.25,2019,BUF
Josh Allen,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,2,1,1,0.14285714285714285,2020,BUF
Josh Allen,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,2,2,0,0.14285714285714285,2021,BUF
Josh Jacobs,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,2,2,0,0.2,2019,LV
Kadarius Toney,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,2,0,2,0.16666666666666666,2022,KC
Keenan Allen,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,2,0,2,0.25,2019,LAC
Keenan Allen,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,2,0,2,0.2,2021,LAC
Keenan Allen,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,2,0,2,0.2857142857142857,2023,LAC
Kendrick Bourne,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,2,0,2,0.18181818181818182,2019,SF
Kenneth Walker,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,2,2,0,0.2857142857142857,2023,SEA
Kenny Stills,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,2,0,2,0.25,2019,HOU
Kenyan Drake,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,2,2,0,0.2857142857142857,2019,ARI
Kirk Cousins,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,2,2,0,0.16666666666666666,2022,MIN
Kyren Williams,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,2,2,0,0.4,2023,LA
La'Mical Perine,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,2,2,0,0.3333333333333333,2020,NYJ
Larry Fitzgerald,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,2,0,2,0.2857142857142857,2019,ARI
Latavius Murray,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,2,2,0,0.2222222222222222,2021,BAL
Latavius Murray,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,2,2,0,0.18181818181818182,2019,NO
Leonard Fournette,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,2,2,0,0.2857142857142857,2022,TB
Malcolm Brown,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,2,2,0,0.18181818181818182,2019,LA
Marcus Jones,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,2,0,1,0.25,2022,NE
Mark Andrews,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,2,0,2,0.2,2019,BAL
Mark Andrews,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,2,0,2,0.2,2020,BAL
Mark Andrews,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,2,0,2,0.2222222222222222,2021,BAL
Mark Andrews,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,2,0,2,0.16666666666666666,2022,BAL
Marvin Jones,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,2,0,2,0.2,2020,DET
Melvin Gordon,https://a.espncdn.com/i/teamlogos/nfl/500/den.png,2,1,1,0.2857142857142857,2021,DEN
Michael Carter,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,2,2,0,0.3333333333333333,2021,NYJ
Michael Thomas,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,2,0,2,0.18181818181818182,2019,NO
Mike Davis,https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png,2,2,0,0.3333333333333333,2020,CAR
Mike Gesicki,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,2,0,2,0.2222222222222222,2020,MIA
Miles Boykin,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,2,0,2,0.2,2020,BAL
Najee Harris,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,2,1,1,0.25,2021,PIT
Najee Harris,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,2,2,0,0.6666666666666666,2023,PIT
Nelson Agholor,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,2,0,2,0.2222222222222222,2021,NE
Nick Chubb,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,2,2,0,0.18181818181818182,2019,CLE
